News ID	topic_name
N29872	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N44343	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N26294	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N40749	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N61766	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N40902	
N15292	
N33556	
N19585	
N33988	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N58851	
N60153	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N48158	
N2888	syria, isis, albaghdadi, raid, leader, bakr, abu bakr, abu, bakr albaghdadi, troops
N5285	
N19233	
N15288	
N12117	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N41995	
N53624	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N28556	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N50226	ukraine, trump, impeachment, president, trumps, house, inquiry, impeachment inquiry, donald, testimony
N63166	
N59331	
N54006	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N64932	
N62757	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N1976	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N55164	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N59927	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N52633	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N22928	
N62718	
N30641	
N230	vikings, minnesota vikings, minnesota, cousins, cowboys, kirk cousins, kirk, eagles, chiefs, sunday
N17310	
N58225	
N45770	deer, hunters, cows, hunting, cow, michigan, hunting season, hunts, moose, gus
N25312	
N8705	golf, federer, atp, djokovic, finals, tour, lpga, mcilroy, atp finals, pga
N4880	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N59585	
N10033	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N56650	
N29592	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N45399	
N18078	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N46353	cowboys, dallas, dallas cowboys, eagles, jets, giants, nfc, nfl, nfc east, jason garrett
N2625	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N12965	
N60498	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N27118	
N50455	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N19808	texas, texans, oklahoma, kansas, longhorns, houston, state, baylor, oklahoma state, kansas state
N47755	
N48050	
N30662	new, million, home, city, project, plan, homes, transportation, housing, building
N40448	missing, yearold, missing yearold, girl, police, last seen, seen, search, woman, yearold girl
N58108	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N52260	
N42865	new, million, home, city, project, plan, homes, transportation, housing, building
N64681	
N59180	hockey, canada, leafs, cherry, maple leafs, blackhawks, goals, toronto, maple, nhl
N57168	
N40826	
N24300	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N54556	
N7363	veterans, veterans day, day, veteran, military, honor, served, parade, war, service
N63594	
N43660	
N31795	
N13230	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N21248	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N41811	
N22163	
N50580	
N25644	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N7558	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N25870	
N54075	
N51395	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N39557	
N45073	
N63600	
N11979	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N39582	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N18773	
N48904	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N64061	cancer, flu, health, breast, breast cancer, patients, lung, disease, medical, vaping
N4904	
N26288	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N6606	
N24392	
N35516	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N3730	
N62471	
N23328	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N5863	new, million, home, city, project, plan, homes, transportation, housing, building
N19921	
N27678	
N12395	
N37966	
N34599	
N54465	
N42100	
N5659	
N1153	
N25324	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N62378	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N8684	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N34846	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N19022	
N20125	
N44586	hong, hong kong, kong, protesters, protests, police, kong protesters, protester, kong police, violence
N37901	woods, tiger, tiger woods, zozo, presidents cup, zozo championship, pga, pga tour, presidents, cup
N10882	
N16030	
N50846	
N27830	
N4000	ufc, fight, mma, moscow, heavyweight, title, vs, fight night, ufc moscow, bellator
N45245	
N15261	
N10348	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N23604	sexual, school, police, student, sex, students, sexually, arrested, assault, charged
N46077	wedding, jennifer, married, jenner, couple, wife, kylie, birthday, actress, engaged
N51294	
N52921	
N18663	
N41484	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N36934	film, movie, films, joker, irishman, movies, box office, hollywood, martin, opening
N23150	steelers, pittsburgh steelers, browns, pittsburgh, week, rams, cleveland, steelers vs, vs, vs browns
N41969	
N19093	zoo, elephant, elephants, panda, bei, zoos, lion, bronx zoo, baby, cub
N47801	china, trade, us, tariffs, chinese, trade deal, deal, hong, kong, hong kong
N25768	
N19179	music, awards, country, country music, cma, cma awards, tour, band, carrie, underwood
N36879	
N12771	woman, crash, killed, car, yearold, driver, police, woman killed, vehicle, girl
N43983	
N62182	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N28244	
N27033	
N13461	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N6436	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N22598	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N37598	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N8726	teachers, strike, chicago, chicago teachers, teachers strike, teachers union, union, chicago public, cps, public schools
N43545	
N29690	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N36352	day sports, november, october, sports, day, november day, october day, news, news briefing, morning news
N59761	trailer, trailer trailer, official trailer, official, day neighborhood, beautiful day, trailer beautiful, trailer knives, knives, beautiful
N1055	
N44119	
N6431	
N31605	crash, driver, car, police, killed, highway, vehicle, struck, road, near
N10872	
N29179	
N16039	closing, restaurant, kmart, close, stores, closed, sears, closes, store, doors
N4208	halloween, candy, costume, costumes, haunted, halloween candy, halloween costumes, spooky, halloween costume, ghost
N54839	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N7708	
N64463	
N32186	
N2411	
N27265	
N4855	
N45031	shark, fish, whale, alligator, florida, baby shark, snake, python, sharks, beach
N624	
N55948	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N14883	money, retirement, stocks, oil, tax, us, economy, financial, market, debt
N49280	
N42435	
N60416	tornado, dallas, damage, texas, storms, tornadoes, dallas tornado, north dallas, ef, storm
N35023	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N1462	tropical, storm, tropical storm, rain, gulf, coast, winds, nestor, cyclone, heavy
N7253	carter, jimmy carter, jimmy, surgery, brain, president jimmy, former president, procedure, relieve, pressure
N53814	
N29526	
N6037	
N58442	christmas, tree, christmas tree, holiday, rockefeller, rockefeller center, center christmas, holiday season, holidays, lights
N20151	
N44625	
N45468	
N53354	
N24845	
N10678	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N18187	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N3999	
N54769	tornado, dallas, damage, texas, storms, tornadoes, dallas tornado, north dallas, ef, storm
N56183	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N44328	dolphins, miami, miami dolphins, colts, steelers, fitzpatrick, flores, indianapolis, nfl, brian flores
N38238	
N54637	
N6618	
N13365	cummings, elijah, elijah cummings, rep elijah, rep, church, funeral, baltimore, rockeymoore, maya
N326	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N18791	
N26411	car, police, stolen, man, vehicle, officers, suspect, carjacking, say, police said
N23035	
N54894	deadline, trade, trade deadline, nfl, nfl trade, could, deals, season, deal, teams
N29716	
N43520	
N53642	football, college football, college, school football, week, high school, playoff, high, school, playoffs
N57347	new, million, home, city, project, plan, homes, transportation, housing, building
N43913	microsoft, apple, google, app, iphone, pro, xbox, facebook, users, new
N10778	
N6367	car, ford, cars, corvette, mustang, electric, gt, suv, ferrari, chevy
N26257	
N28371	yankees, astros, series, world series, baseball, game, world, nationals, manager, league
N64354	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N36067	
N60242	
N6068	
N14669	fire, california, firefighters, wildfires, winds, power, kincade, homes, kincade fire, fires
N58341	snow, cold, weather, temperatures, winter, arctic, record, degrees, tuesday, forecast
N62102	
N35158	
N32973	shooting, man, police, shot, murder, charged, arrested, suspect, man shot, officers
N43831	marijuana, medical marijuana, cannabis, medical, recreational, legal, pot, weed, vaping, use
N22602	
N61516	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N35566	basketball, lakers, points, rockets, season, james, win, bulls, rebounds, davis
N38634	
N16023	
N21082	jaguars, jacksonville jaguars, jacksonville, minshew, foles, nick foles, jaguars vs, jags, marrone, ramsey
N53611	
N6945	
N31128	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
N16863	dog, dogs, adoption, animal, pet, puppy, adopt, rescue, pet adoption, adoption centers
N38923	
N21842	
N53121	
N20792	
N29910	
N59573	trump, impeachment, president, house, inquiry, impeachment inquiry, democrats, democratic, donald, president trump
N61103	brexit, boris, boris johnson, johnson, uk, european union, minister boris, european, prime minister, brexit deal
N28264	school, teachers, board, schools, school board, students, teacher, education, district, county
N56460	
N15996	
N48282	lions, bears, detroit lions, detroit, chicago bears, bear, chicago, trubisky, packers, stafford
N58380	
N3648	nasa, space, meteor, mercury, moon, spacex, sun, earth, mars, nasas
N27444	ravens, bengals, yards, jackson, quarterback, lamar, lamar jackson, touchdowns, touchdown, cincinnati bengals
N22810	food, thanksgiving, recipes, restaurant, best, restaurants, taste, new, chicken, make
